iteration,test_plant,model_name,mse,eval_count
1,PlantA,PCRNN,0.8630517723801187,392161.0
1,PlantA,RNN,0.9973361490064186,392161.0
1,PlantA,Linear,0.912693015889955,392161.0
1,PlantA,Naive,1.5493926223583463,392161.0
1,PlantB,PCRNN,1.0553206896155967,1621096.0
1,PlantB,RNN,1.0739619550937123,1621096.0
1,PlantB,Linear,1.203238709253351,1621096.0
1,PlantB,Naive,1.7909092231705572,1621096.0
1,PlantC,PCRNN,0.8185394987256572,705108.0
1,PlantC,RNN,0.8383050356713873,705108.0
1,PlantC,Linear,1.119806871612799,705108.0
1,PlantC,Naive,1.5905072475441302,705108.0
2,PlantA,PCRNN,0.694568462066616,392161.0
2,PlantA,RNN,0.6386792972887358,392161.0
2,PlantA,Linear,0.9105178862742468,392161.0
2,PlantA,Naive,1.5493926223583463,392161.0
2,PlantB,PCRNN,0.9077098453414518,1621096.0
2,PlantB,RNN,0.8836196567117321,1621096.0
2,PlantB,Linear,1.1890021946423768,1621096.0
2,PlantB,Naive,1.7909092231705572,1621096.0
2,PlantC,PCRNN,0.9452677655985717,703549.0
2,PlantC,RNN,1.0468027693024968,703549.0
2,PlantC,Linear,1.1971691635042718,703549.0
2,PlantC,Naive,1.5870458543644927,703549.0
3,PlantA,PCRNN,0.8773392912255236,392161.0
3,PlantA,RNN,0.9121290199102217,392161.0
3,PlantA,Linear,0.9860789280759508,392161.0
3,PlantA,Naive,1.5493926223583463,392161.0
3,PlantB,PCRNN,0.9914449308496317,1621096.0
3,PlantB,RNN,0.9261307397658001,1621096.0
3,PlantB,Linear,1.2783623666246764,1621096.0
3,PlantB,Naive,1.7909092231705572,1621096.0
3,PlantC,PCRNN,0.7832611919923397,704617.0
3,PlantC,RNN,0.7548261066996963,704617.0
3,PlantC,Linear,1.1019964330775796,704617.0
3,PlantC,Naive,1.615836390904439,704617.0
4,PlantA,PCRNN,0.9773365490297343,392161.0
4,PlantA,RNN,0.8262778090959494,392161.0
4,PlantA,Linear,0.9754594015908019,392161.0
4,PlantA,Naive,1.5493926223583463,392161.0
4,PlantB,PCRNN,1.1128631419321242,1621096.0
4,PlantB,RNN,1.0017620445855346,1621096.0
4,PlantB,Linear,1.2703233264408784,1621096.0
4,PlantB,Naive,1.7909092231705572,1621096.0
4,PlantC,PCRNN,0.8337019041566645,706455.0
4,PlantC,RNN,0.7701456687542547,706455.0
4,PlantC,Linear,1.085111806515841,706455.0
4,PlantC,Naive,1.563219309538073,706455.0
5,PlantA,PCRNN,0.8218576697925782,392161.0
5,PlantA,RNN,0.945338358302508,392161.0
5,PlantA,Linear,1.0284513011310623,392161.0
5,PlantA,Naive,1.5493926223583463,392161.0
5,PlantB,PCRNN,1.096508885516063,1621096.0
5,PlantB,RNN,1.1104234372708437,1621096.0
5,PlantB,Linear,1.301394242299479,1621096.0
5,PlantB,Naive,1.7909092231705572,1621096.0
5,PlantC,PCRNN,0.8371123528953766,703925.0
5,PlantC,RNN,0.839319353337069,703925.0
5,PlantC,Linear,1.1145123783615596,703925.0
5,PlantC,Naive,1.5911642158155865,703925.0
6,PlantA,PCRNN,0.8941695955298951,392161.0
6,PlantA,RNN,1.1186560948353124,392161.0
6,PlantA,Linear,0.9664084579815344,392161.0
6,PlantA,Naive,1.5493926223583463,392161.0
6,PlantB,PCRNN,1.0416999244900045,1621096.0
6,PlantB,RNN,1.1663180532625914,1621096.0
6,PlantB,Linear,1.2404247794821206,1621096.0
6,PlantB,Naive,1.7909092231705572,1621096.0
6,PlantC,PCRNN,0.8394227490660339,708351.0
