iteration,test_plant,model_name,mse,eval_count
1,PlantA,PCRNN,0.8502484818071748,392161.0
1,PlantA,RNN,0.9410037316202114,392161.0
1,PlantA,Linear,0.9489197238452844,392161.0
1,PlantA,Naive,1.5493926223583463,392161.0
1,PlantB,PCRNN,0.8891247281217776,1621096.0
1,PlantB,RNN,1.0479108559691999,1621096.0
1,PlantB,Linear,1.22245632417272,1621096.0
1,PlantB,Naive,1.7909092231705572,1621096.0
1,PlantC,PCRNN,0.8045931397076685,597553.0
1,PlantC,RNN,0.8714718097186399,597553.0
1,PlantC,Linear,1.1440055129671343,597553.0
1,PlantC,Naive,1.5863080745392504,597553.0
2,PlantA,PCRNN,0.8083132608200508,392161.0
2,PlantA,RNN,1.1777480621951453,392161.0
2,PlantA,Linear,0.9369271436111442,392161.0
2,PlantA,Naive,1.5493926223583463,392161.0
2,PlantB,PCRNN,0.9537484197463921,1621096.0
2,PlantB,RNN,0.9595569744083322,1621096.0
2,PlantB,Linear,1.2186348497198412,1621096.0
2,PlantB,Naive,1.7909092231705572,1621096.0
2,PlantC,PCRNN,0.7812628177790383,604602.0
2,PlantC,RNN,0.9854694878496834,604602.0
2,PlantC,Linear,1.086503346186964,604602.0
2,PlantC,Naive,1.5276152672079244,604602.0
3,PlantA,PCRNN,2.0951606628605344,392161.0
3,PlantA,RNN,0.8405825752981859,392161.0
3,PlantA,Linear,0.9564510253755173,392161.0
3,PlantA,Naive,1.5493926223583463,392161.0
3,PlantB,PCRNN,1.0223888641857637,1621096.0
3,PlantB,RNN,1.0933760394109235,1621096.0
3,PlantB,Linear,1.239484452334109,1621096.0
3,PlantB,Naive,1.7909092231705572,1621096.0
3,PlantC,PCRNN,0.9651170630558116,597268.0
3,PlantC,RNN,0.9020407004717674,597268.0
3,PlantC,Linear,1.0925683327113163,597268.0
3,PlantC,Naive,1.5513427585407067,597268.0
4,PlantA,PCRNN,0.7777900165836337,392161.0
4,PlantA,RNN,0.8583565347671986,392161.0
4,PlantA,Linear,0.9602786579420124,392161.0
4,PlantA,Naive,1.5493926223583463,392161.0
4,PlantB,PCRNN,1.0759958104447163,1621096.0
4,PlantB,RNN,1.0671338587408692,1621096.0
4,PlantB,Linear,1.236633110525166,1621096.0
4,PlantB,Naive,1.7909092231705572,1621096.0
4,PlantC,PCRNN,0.9179705509408982,599829.0
4,PlantC,RNN,0.9178534610770132,599829.0
4,PlantC,Linear,1.1511908101148984,599829.0
4,PlantC,Naive,1.6339315541361363,599829.0
5,PlantA,PCRNN,2.394451550348267,392161.0
5,PlantA,RNN,0.9497993526604143,392161.0
5,PlantA,Linear,0.9509464825703634,392161.0
5,PlantA,Naive,1.5493926223583463,392161.0
5,PlantB,PCRNN,1.0290699581145393,1621096.0
5,PlantB,RNN,0.9978555420514454,1621096.0
5,PlantB,Linear,1.2407462150331714,1621096.0
5,PlantB,Naive,1.7909092231705572,1621096.0
5,PlantC,PCRNN,0.8986482191122291,601043.0
5,PlantC,RNN,0.8272933095749118,601043.0
5,PlantC,Linear,1.1299205605472329,601043.0
5,PlantC,Naive,1.5905425662538601,601043.0
6,PlantA,PCRNN,1.0209648722820641,392161.0
6,PlantA,RNN,1.175594594201663,392161.0
6,PlantA,Linear,0.9824972140743559,392161.0
6,PlantA,Naive,1.5493926223583463,392161.0
6,PlantB,PCRNN,1.0612151900313893,1621096.0
6,PlantB,RNN,1.1595001306439232,1621096.0
6,PlantB,Linear,1.2562010551675993,1621096.0
6,PlantB,Naive,1.7909092231705572,1621096.0
6,PlantC,PCRNN,0.8731606498642832,600609.0
6,PlantC,RNN,0.9070300385952068,600609.0
6,PlantC,Linear,1.0978867914816162,600609.0
6,PlantC,Naive,1.559069038189047,600609.0
7,PlantA,PCRNN,0.8777893314517757,392161.0
7,PlantA,RNN,0.9125674863209681,392161.0
7,PlantA,Linear,1.0063076107685311,392161.0
7,PlantA,Naive,1.5493926223583463,392161.0
7,PlantB,PCRNN,1.1380752715164557,1621096.0
7,PlantB,RNN,1.1823446757014378,1621096.0
