iteration,test_plant,model_name,mse,eval_count
1,PlantA,PCRNN,0.944600591467472,356373.0
1,PlantA,RNN,1.0882752323553013,356373.0
1,PlantA,Linear,0.8896243909553887,356373.0
1,PlantA,Naive,1.5532859277534266,356373.0
1,PlantB,PCRNN,1.5312045972036845,1621096.0
1,PlantB,RNN,1.846636401933895,1621096.0
1,PlantB,Linear,1.2958432288274235,1621096.0
1,PlantB,Naive,1.7909092231705572,1621096.0
1,PlantC,PCRNN,1.3836047318637148,915256.0
1,PlantC,RNN,1.6537858262733496,915256.0
1,PlantC,Linear,1.3319929148658292,915256.0
1,PlantC,Naive,1.5696533700795419,915256.0
2,PlantA,PCRNN,0.941681381528497,356121.0
2,PlantA,RNN,1.0853402889095765,356121.0
2,PlantA,Linear,0.9305126674907276,356121.0
2,PlantA,Naive,1.5690456780827664,356121.0
2,PlantB,PCRNN,1.5511489592403236,1621096.0
2,PlantB,RNN,1.7435886433650027,1621096.0
2,PlantB,Linear,1.3497591934944766,1621096.0
2,PlantB,Naive,1.7909092231705572,1621096.0
2,PlantC,PCRNN,1.5615317283440802,915256.0
2,PlantC,RNN,1.7807654011755414,915256.0
2,PlantC,Linear,1.4306398086642302,915256.0
2,PlantC,Naive,1.5696533700795419,915256.0
3,PlantA,PCRNN,1.0085637798479141,356118.0
3,PlantA,RNN,1.4306456952751179,356118.0
3,PlantA,Linear,0.8674216938845847,356118.0
3,PlantA,Naive,1.5440361676043741,356118.0
3,PlantB,PCRNN,1.8320112672840743,1621096.0
3,PlantB,RNN,3.287560416750389,1621096.0
3,PlantB,Linear,1.2516246539721554,1621096.0
3,PlantB,Naive,1.7909092231705572,1621096.0
3,PlantC,PCRNN,1.677505871541585,915256.0
3,PlantC,RNN,2.550103082253076,915256.0
3,PlantC,Linear,1.3637537751007975,915256.0
3,PlantC,Naive,1.5696533700795419,915256.0
4,PlantA,PCRNN,2.1142501397422837,355885.0
4,PlantA,RNN,2.4814741078827214,355885.0
4,PlantA,Linear,0.8752998432639618,355885.0
4,PlantA,Naive,1.5445637592733252,355885.0
4,PlantB,PCRNN,3.4882303068650353,1621096.0
4,PlantB,RNN,4.420089657810321,1621096.0
4,PlantB,Linear,1.2593833127793246,1621096.0
4,PlantB,Naive,1.7909092231705572,1621096.0
4,PlantC,PCRNN,3.294460738668831,915256.0
4,PlantC,RNN,3.9838102932122923,915256.0
4,PlantC,Linear,1.3881370678620923,915256.0
4,PlantC,Naive,1.5696533700795419,915256.0
