iteration,test_plant,model_name,mse,eval_count
1,PlantA,PCRNN,1.032222307243494,392161.0
1,PlantA,RNN,0.7607155443419572,392161.0
1,PlantA,Linear,0.8367576908783333,392161.0
1,PlantA,Naive,1.5493926223583463,392161.0
1,PlantB,PCRNN,0.6412043321362748,1334004.0
1,PlantB,RNN,0.6327326210019434,1334004.0
1,PlantB,Linear,1.136626533652353,1334004.0
1,PlantB,Naive,1.7881573319084598,1334004.0
1,PlantC,PCRNN,0.8678922324456172,915256.0
1,PlantC,RNN,0.9332736494524693,915256.0
1,PlantC,Linear,1.1578411576946903,915256.0
1,PlantC,Naive,1.5696533700795419,915256.0
2,PlantA,PCRNN,0.643068869169692,392161.0
2,PlantA,RNN,0.8973838363160385,392161.0
2,PlantA,Linear,0.8396086277232783,392161.0
2,PlantA,Naive,1.5493926223583463,392161.0
2,PlantB,PCRNN,0.665252210000906,1329690.0
2,PlantB,RNN,0.7507394685491025,1329690.0
2,PlantB,Linear,1.1082018486114504,1329690.0
2,PlantB,Naive,1.7528935120577664,1329690.0
2,PlantC,PCRNN,0.9514869409190749,915256.0
2,PlantC,RNN,1.0568894369662007,915256.0
2,PlantC,Linear,1.1915018962365589,915256.0
2,PlantC,Naive,1.5696533700795419,915256.0
3,PlantA,PCRNN,0.4727856478591308,392161.0
3,PlantA,RNN,0.5282201486250955,392161.0
3,PlantA,Linear,0.8121039981076967,392161.0
3,PlantA,Naive,1.5493926223583463,392161.0
3,PlantB,PCRNN,0.6198692723114194,1327216.0
3,PlantB,RNN,0.6344230558014431,1327216.0
3,PlantB,Linear,1.1951695698161897,1327216.0
3,PlantB,Naive,1.832435837355822,1327216.0
3,PlantC,PCRNN,0.9116882984246492,915256.0
3,PlantC,RNN,1.0579454516207671,915256.0
3,PlantC,Linear,1.2231145656115023,915256.0
3,PlantC,Naive,1.5696533700795419,915256.0
4,PlantA,PCRNN,0.6428831493278551,392161.0
4,PlantA,RNN,0.9268509412458618,392161.0
4,PlantA,Linear,0.8111679148173538,392161.0
4,PlantA,Naive,1.5493926223583463,392161.0
4,PlantB,PCRNN,0.6406842634413492,1329274.0
4,PlantB,RNN,0.6121175387468795,1329274.0
4,PlantB,Linear,1.1477777062704175,1329274.0
4,PlantB,Naive,1.7831589679581994,1329274.0
4,PlantC,PCRNN,0.9496625066908992,915256.0
4,PlantC,RNN,1.0225846009618298,915256.0
4,PlantC,Linear,1.2277194586677533,915256.0
4,PlantC,Naive,1.5696533700795419,915256.0
5,PlantA,PCRNN,0.8024084835404618,392161.0
5,PlantA,RNN,0.7721963977869334,392161.0
5,PlantA,Linear,0.8230893681461381,392161.0
5,PlantA,Naive,1.5493926223583463,392161.0
5,PlantB,PCRNN,0.6701711648097092,1330023.0
5,PlantB,RNN,0.6283691780346222,1330023.0
